journée,date_time,home_team,away_team,1st_home_team_goal,1st_away_team_goal,1st_total_goal,2nd_home_team_goal,2nd_away_team_goal,2nd_total_goal,total_home_team_goal,total_away_team_goal,global
11,2022-10-15 19:00:00,Lens,Montpellier,0,0,0,1,0,1,1,0,1
11,2022-10-15 15:00:00,Lorient,Reims,0,0,0,0,0,0,0,0,0
11,2022-10-14 19:00:00,Strasbourg,Lille,0,1,1,0,2,2,0,3,3
10,2022-10-09 18:45:00,Lille,Lens,1,0,1,0,0,0,1,0,1
10,2022-10-09 15:05:00,Rennes,Nantes,1,0,1,2,0,2,3,0,3
10,2022-10-09 13:00:00,Brest,Lorient,1,1,2,0,1,1,1,2,3
10,2022-10-09 13:00:00,Clermont,Auxerre,0,0,0,2,1,3,2,1,3
10,2022-10-09 13:00:00,Nice,Troyes,2,0,2,1,2,3,3,2,5
10,2022-10-09 13:00:00,Angers,Strasbourg,1,2,3,1,1,2,2,3,5
10,2022-10-09 11:00:00,Montpellier,Monaco,0,1,1,0,1,1,0,2,2
10,2022-10-08 19:00:00,Reims,PSG,0,0,0,0,0,0,0,0,0
10,2022-10-08 15:00:00,Marseille,AC Ajaccio,1,1,2,0,1,1,1,2,3
10,2022-10-07 19:00:00,Lyon,Toulouse,1,0,1,0,1,1,1,1,2
9,2022-10-02 18:45:00,Lens,Lyon,0,0,0,1,0,1,1,0,1
9,2022-10-02 15:05:00,Monaco,Nantes,3,0,3,1,1,2,4,1,5
9,2022-10-02 13:00:00,Troyes,Reims,0,1,1,2,1,3,2,2,4
9,2022-10-02 13:00:00,Toulouse,Montpellier,3,1,4,1,1,2,4,2,6
9,2022-10-02 13:00:00,AC Ajaccio,Clermont,0,1,1,1,2,3,1,3,4
9,2022-10-02 13:00:00,Auxerre,Brest,0,0,0,1,1,2,1,1,2
9,2022-10-02 11:00:00,Lorient,Lille,1,0,1,1,1,2,2,1,3
9,2022-10-01 19:00:00,PSG,Nice,1,0,1,1,1,2,2,1,3
9,2022-10-01 15:00:00,Strasbourg,Rennes,0,1,1,1,2,3,1,3,4
9,2022-09-30 19:00:00,Angers,Marseille,0,1,1,0,2,2,0,3,3
8,2022-09-18 18:45:00,Lyon,PSG,0,1,1,0,0,0,0,1,1
8,2022-09-18 15:05:00,Nantes,Lens,0,0,0,0,0,0,0,0,0
8,2022-09-18 13:00:00,Nice,Angers,0,1,1,0,0,0,0,1,1
8,2022-09-18 13:00:00,Marseille,Rennes,0,1,1,1,0,1,1,1,2
8,2022-09-18 13:00:00,Clermont,Troyes,1,1,2,0,2,2,1,3,4
8,2022-09-18 13:00:00,Brest,AC Ajaccio,0,0,0,0,1,1,0,1,1
8,2022-09-18 11:00:00,Reims,Monaco,0,0,0,0,3,3,0,3,3
8,2022-09-17 19:00:00,Lille,Toulouse,1,0,1,1,1,2,2,1,3
8,2022-09-17 15:00:00,Montpellier,Strasbourg,1,0,1,1,1,2,2,1,3
8,2022-09-16 19:00:00,Auxerre,Lorient,0,3,3,1,0,1,1,3,4
7,2022-09-11 18:45:00,Monaco,Lyon,0,0,0,2,1,3,2,1,3
7,2022-09-11 15:05:00,Rennes,Auxerre,1,0,1,4,0,4,5,0,5
7,2022-09-11 13:00:00,Angers,Montpellier,1,1,2,1,0,1,2,1,3
7,2022-09-11 13:00:00,Lorient,Nantes,1,1,2,2,1,3,3,2,5
7,2022-09-11 13:00:00,Toulouse,Reims,1,0,1,0,0,0,1,0,1
